gameId,week,team,opponent,offense.plays,offense.drives,offense.ppa,offense.totalPPA,offense.successRate,offense.explosiveness,offense.powerSuccess,offense.stuffRate,offense.lineYards,offense.lineYardsTotal,offense.secondLevelYards,offense.secondLevelYardsTotal,offense.openFieldYards,offense.openFieldYardsTotal,offense.standardDowns.ppa,offense.standardDowns.successRate,offense.standardDowns.explosiveness,offense.passingDowns.ppa,offense.passingDowns.successRate,offense.passingDowns.explosiveness,offense.rushingPlays.ppa,offense.rushingPlays.totalPPA,offense.rushingPlays.successRate,offense.rushingPlays.explosiveness,offense.passingPlays.ppa,offense.passingPlays.totalPPA,offense.passingPlays.successRate,offense.passingPlays.explosiveness,defense.plays,defense.drives,defense.ppa,defense.totalPPA,defense.successRate,defense.explosiveness,defense.powerSuccess,defense.stuffRate,defense.lineYards,defense.lineYardsTotal,defense.secondLevelYards,defense.secondLevelYardsTotal,defense.openFieldYards,defense.openFieldYardsTotal,defense.standardDowns.ppa,defense.standardDowns.successRate,defense.standardDowns.explosiveness,defense.passingDowns.ppa,defense.passingDowns.successRate,defense.passingDowns.explosiveness,defense.rushingPlays.ppa,defense.rushingPlays.totalPPA,defense.rushingPlays.successRate,defense.rushingPlays.explosiveness,defense.passingPlays.ppa,defense.passingPlays.totalPPA,defense.passingPlays.successRate,defense.passingPlays.explosiveness
401012246,1,Alabama,Louisville,44,8,0.6097000962766207,26.82680423617131,0.5681818181818182,1.504082574900644,0.8,0.045454545454545456,4.295454545454546,95,1.4090909090909092,31,1.3636363636363635,30,0.3738174069413048,0.5882352941176471,1.0691574975269102,1.4117012400166946,0.5,3.243782884395579,0.499720420137767,10.993849243030875,0.5909090909090909,1.0164513729717006,0.7196797724154743,15.832954993140435,0.5454545454545454,2.032349710323666,37,10,0.1456428658961124,5.388786038156158,0.35135135135135137,1.7706969017869385,0,0.38461538461538464,0.2230769230769231,3,0.5384615384615384,7,0.07692307692307693,1,-0.24182226790399483,0.42105263157894735,0.7556053311605327,0.5546338404628922,0.2777777777777778,3.394843414789188,-0.4771723427889171,-6.203240456255923,0.15384615384615385,1.614046910881826,0.2465095663219336,5.669720025404473,0.43478260869565216,1.386865943245894
401012246,1,Louisville,Alabama,37,10,0.1456428658961124,5.388786038156158,0.35135135135135137,1.7706969017869385,0,0.38461538461538464,0.2230769230769231,3,0.5384615384615384,7,0.07692307692307693,1,-0.24182226790399483,0.42105263157894735,0.7556053311605327,0.5546338404628922,0.2777777777777778,3.394843414789188,-0.4771723427889171,-6.203240456255923,0.15384615384615385,1.614046910881826,0.2465095663219336,5.669720025404473,0.43478260869565216,1.386865943245894,44,8,0.6097000962766207,26.82680423617131,0.5681818181818182,1.504082574900644,0.8,0.045454545454545456,4.295454545454546,95,1.4090909090909092,31,1.3636363636363635,30,0.3738174069413048,0.5882352941176471,1.0691574975269102,1.4117012400166946,0.5,3.243782884395579,0.499720420137767,10.993849243030875,0.5909090909090909,1.0164513729717006,0.7196797724154743,15.832954993140435,0.5454545454545454,2.032349710323666
401012247,1,Arkansas,Eastern Illinois,39,9,0.38866056494382234,15.157762032809071,0.5128205128205128,1.2055172498538163,0.5,0.25,2.075,33,0.5,8,0,0,0.4114067133217381,0.56,1.1729726075850775,0.3480424428404012,0.42857142857142855,1.2814547484808736,-0.12866514232171816,-2.0586422771474906,0.3125,0.7038872389435668,0.8871422628762505,18.62998752040126,0.6190476190476191,1.6926532317540917,46,11,0.20335841476888936,9.35448707936891,0.3695652173913043,1.2526346914608917,1,0.23529411764705882,2.223529411764706,38,0.4117647058823529,7,,,0.16491442089780098,0.4,1.148181236909352,0.27544090327718,0.3125,1.5033229823845866,0.029519808344427537,0.5018367418552682,0.29411764705882354,0.7785678168963752,0.3052638047418497,8.852650337513642,0.41379310344827586,1.4501625558627735
401012247,1,Eastern Illinois,Arkansas,46,11,0.20335841476888936,9.35448707936891,0.3695652173913043,1.2526346914608917,1,0.23529411764705882,2.223529411764706,38,0.4117647058823529,7,,,0.16491442089780098,0.4,1.148181236909352,0.27544090327718,0.3125,1.5033229823845866,0.029519808344427537,0.5018367418552682,0.29411764705882354,0.7785678168963752,0.3052638047418497,8.852650337513642,0.41379310344827586,1.4501625558627735,39,9,0.38866056494382234,15.157762032809071,0.5128205128205128,1.2055172498538163,0.5,0.25,2.075,33,0.5,8,0,0,0.4114067133217381,0.56,1.1729726075850775,0.3480424428404012,0.42857142857142855,1.2814547484808736,-0.12866514232171816,-2.0586422771474906,0.3125,0.7038872389435668,0.8871422628762505,18.62998752040126,0.6190476190476191,1.6926532317540917
401012248,1,Auburn,Washington,85,13,0.21811892923101356,18.540108984636152,0.4470588235294118,1.1235087083253017,0.5,0.15555555555555556,2.3733333333333335,107,0.8666666666666667,39,0.9777777777777777,44,0.12717054673514896,0.47058823529411764,0.9374067171772642,0.35454150297481046,0.4117647058823529,1.442540693150509,-0.08095288188762928,-3.642879684943318,0.28888888888888886,1.0150670159868895,0.579984284622649,21.45941853103801,0.5945945945945946,1.307904071363202,65,11,0.14907528307768234,9.689893400049352,0.4,1.180971630995441,0,0.2222222222222222,2.9592592592592593,80,1.4074074074074074,38,1.2592592592592593,34,0.2318883870615746,0.4722222222222222,1.1573413328311022,0.046272809166643655,0.3103448275862069,1.2256066386391922,0.026884375044972503,0.7258781262142576,0.4074074074074074,0.9305956792593904,0.27560524841193856,9.64618369441785,0.34285714285714286,1.7625731962175772
401012248,1,Washington,Auburn,65,11,0.14907528307768234,9.689893400049352,0.4,1.180971630995441,0,0.2222222222222222,2.9592592592592593,80,1.4074074074074074,38,1.2592592592592593,34,0.2318883870615746,0.4722222222222222,1.1573413328311022,0.046272809166643655,0.3103448275862069,1.2256066386391922,0.026884375044972503,0.7258781262142576,0.4074074074074074,0.9305956792593904,0.27560524841193856,9.64618369441785,0.34285714285714286,1.7625731962175772,85,13,0.21811892923101356,18.540108984636152,0.4470588235294118,1.1235087083253017,0.5,0.15555555555555556,2.3733333333333335,107,0.8666666666666667,39,0.9777777777777777,44,0.12717054673514896,0.47058823529411764,0.9374067171772642,0.35454150297481046,0.4117647058823529,1.442540693150509,-0.08095288188762928,-3.642879684943318,0.28888888888888886,1.0150670159868895,0.579984284622649,21.45941853103801,0.5945945945945946,1.307904071363202
401012249,1,Charleston Southern,Florida,24,7,-0.11203661727503404,-2.688878814600817,0.08333333333333333,2.1077915069259827,0,0.3333333333333333,1.5933333333333333,24,0.9333333333333333,14,4,60,-0.021034051575062482,0.18181818181818182,2.1077915069259827,-0.18903878825193304,0,,0.018309622458316945,0.27464433687475415,0.06666666666666667,4.135258173529353,-0.32928035016395235,-2.963523151475571,0.1111111111111111,0.0803248403226124,45,7,0.48142354633186996,21.664059584934147,0.6222222222222222,1.1121356954240684,1,0.1,4.25,85,1.8,36,1.35,27,0.37673425274646405,0.6486486486486487,0.8510970770622581,0.9656115291643724,0.5,2.6783674055949303,0.31731264056823105,6.3462528113646215,0.6,0.8106272472923394,0.6806260442038027,16.335025060891265,0.625,1.4952993861125055
401012249,1,Florida,Charleston Southern,45,7,0.48142354633186996,21.664059584934147,0.6222222222222222,1.1121356954240684,1,0.1,4.25,85,1.8,36,1.35,27,0.37673425274646405,0.6486486486486487,0.8510970770622581,0.9656115291643724,0.5,2.6783674055949303,0.31731264056823105,6.3462528113646215,0.6,0.8106272472923394,0.6806260442038027,16.335025060891265,0.625,1.4952993861125055,24,7,-0.11203661727503404,-2.688878814600817,0.08333333333333333,2.1077915069259827,0,0.3333333333333333,1.5933333333333333,24,0.9333333333333333,14,4,60,-0.021034051575062482,0.18181818181818182,2.1077915069259827,-0.18903878825193304,0,,0.018309622458316945,0.27464433687475415,0.06666666666666667,4.135258173529353,-0.32928035016395235,-2.963523151475571,0.1111111111111111,0.0803248403226124
401012250,1,Austin Peay,Georgia,25,5,0.0010792581042460634,0.026981452606151587,0.28,0.9176924313618441,0.5,0.2,2.86,43,0.8,12,0.06666666666666667,1,-0.184432411906107,0.23529411764705882,0.7063849447670195,0.3952915568762464,0.375,1.1994357468216101,-0.025799436703216834,-0.3869915505482525,0.26666666666666666,0.9597881479961542,0.04139730031544041,0.41397300315440405,0.3,0.8615648091827639,39,7,0.6220536357486308,24.260091794196605,0.5128205128205128,1.6423717650257796,0,0.1,3.57,71,1.5,30,4.05,81,0.29184859865949264,0.4482758620689655,1.2742854369717722,1.5796482433071315,0.7,2.3259606599832225,0.4968334766471334,9.936669532942668,0.35,2.1977305468458948,0.8304691064288882,14.948443915719986,0.6666666666666666,1.5073619272550318
401012250,1,Georgia,Austin Peay,39,7,0.6220536357486308,24.260091794196605,0.5128205128205128,1.6423717650257796,0,0.1,3.57,71,1.5,30,4.05,81,0.29184859865949264,0.4482758620689655,1.2742854369717722,1.5796482433071315,0.7,2.3259606599832225,0.4968334766471334,9.936669532942668,0.35,2.1977305468458948,0.8304691064288882,14.948443915719986,0.6666666666666666,1.5073619272550318,25,5,0.0010792581042460634,0.026981452606151587,0.28,0.9176924313618441,0.5,0.2,2.86,43,0.8,12,0.06666666666666667,1,-0.184432411906107,0.23529411764705882,0.7063849447670195,0.3952915568762464,0.375,1.1994357468216101,-0.025799436703216834,-0.3869915505482525,0.26666666666666666,0.9597881479961542,0.04139730031544041,0.41397300315440405,0.3,0.8615648091827639
